STT (cột 1)	STT của chương (cột 2)	Tên chương (cột 3)	Mã liên kết (cột 4)	Tên kỹ thuật (cột 5)	
1115	236	4. Tiêu hóa 	2.25	Đo pH thực quản 24 giờ	
1116	237	4. Tiêu hóa 	2.245	Đặt ống thông tá tràng dưới hướng dẫn C-Arm	
1117	238	4. Tiêu hóa 		"Nội soi ổ bụng để thăm dò, chẩn đoán"	
1118	239	4. Tiêu hóa 		"Thăm dò, sinh thiết gan"	
1119	240	4. Tiêu hóa 		"Mở bụng thăm dò, lau rửa ổ bụng, đặt dẫn lưu"	
1120	241	4. Tiêu hóa 		"Dẫn lưu áp xe thực quản, trung thất"	
1121	242	4. Tiêu hóa 		"Phẫu thuật khâu lỗ thủng, vết thương trực tràng"	
1122	243	4. Tiêu hóa 		"Phẫu thuật cắt thực quản, hạ họng, thanh quản"	
1123	244	4. Tiêu hóa 		"Phẫu thuật cắt thực quản, tạo hình thực quản bằng quai ruột (ruột non, đại tràng vi phẫu)"	
1124	245	4. Tiêu hóa		"Phẫu thuật cắt thực quản, cắt toàn bộ dạ dày, tạo hình thực quản bằng đoạn đại tràng hoặc ruột non đường trong lồng ngực [cắt bỏ toàn bộ thực quản] [Mở nối thực quản - ruột đường ngực khác]"	
1125	246	4. Tiêu hóa 		"Phẫu thuật cắt thực quản, tạo hình thực quản bằng đại tràng đường bụng, ngực"	
1126	247	4. Tiêu hóa 		Phẫu thuật nội soi mở thông dạ dày	
1127	248	4. Tiêu hóa 		Phẫu thuật nội soi khâu thủng tá tràng	
1128	249	4. Tiêu hóa 		Phẫu thuật nội soi khâu vết thương tá tràng	
1129	250	4. Tiêu hóa 		Phẫu thuật nội soi điều trị xoắn dạ dày có kèm cắt dạ dày [nối tá tràng]	
1130	251	4. Tiêu hóa 		Phẫu thuật nội soi điều trị xoắn dạ dày có kèm cắt dạ dày [nối hỗng tràng]	
1131	252	4. Tiêu hóa 		Phẫu thuật nội soi cắt toàn bộ dạ dày	
					
1132	253	4. Tiêu hóa 		"Phẫu thuật cắt bóng Vater và tạo hình ống mật chủ, ống Wirsung qua đường mở D2 tá tràng"	
1133	254	4. Tiêu hóa 		"Phẫu thuật cắt đoạn ruột non, lập lại lưu thông"	
1134	255	4. Tiêu hóa 		"Phẫu thuật cắt đoạn ruột non, đưa hai đầu ruột ra ngoài"	
1135	256	4. Tiêu hóa 		"Phẫu thuật cắt đoạn ruột non, nối tận bên, đưa 1 đầu ra ngoài (Quénue)"	
1136	257	4. Tiêu hóa 		Phẫu thuật cắt gần toàn bộ ruột non	
1137	258	4. Tiêu hóa 		"Thắt động mạch gan (riêng, phải, trái)"	
1138	259	4. Tiêu hóa 		Phẫu thuật cắt ruột thừa đơn thuần	
1139	260	4. Tiêu hóa 		Phẫu thuật túi thừa Zenker	
1140	261	4. Tiêu hóa 		"Phẫu thuật cắt đoạn đại tràng, đưa 2 đầu đại tràng ra ngoài"	
1141	262	4. Tiêu hóa 		"Phẫu thuật cắt đoạn đại tràng, đóng đầu dưới, đưa đầu trên ra ngoài ổ bụng kiểu Hartmann"	
1142	263	4. Tiêu hóa 		"Phẫu thuật cắt đại tràng phải hoặc đại tràng trái, đưa 2 đầu ruột ra ngoài"	
1143	264	4. Tiêu hóa 		"Phẫu thuật cắt đoạn trực tràng, đóng đầu dưới đưa đầu trên ra ngoài kiểu Hartmann"	
1144	265	4. Tiêu hóa 		"Phẫu thuật cắt đoạn trực tràng, miệng nối đại trực tràng thấp"	
1145	266	4. Tiêu hóa 		"Phẫu thuật cắt đoạn trực tràng, miệng nối đại tràng - ống hậu môn"	
1146	267	4. Tiêu hóa 		"Phẫu thuật cắt cụt trực tràng đường bụng, tầng sinh môn"	
1147	268	4. Tiêu hóa 		"Phẫu thuật nội soi cắt đoạn đại tràng, nối đại tràng ống hậu môn"	
1148	269	4. Tiêu hóa 		Phẫu thuật tạo hình cơ thắt hậu môn	
1149	270	4. Tiêu hóa 		"Nong hậu môn, trực tràng"	
1150	271	4. Tiêu hóa 		Phẫu thuật nội soi thoát vị bẹn	
1151	272	4. Tiêu hóa 		Đóng hậu môn nhân tạo [nối tại chỗ]	
1152	273	4. Tiêu hóa 		Đóng hậu môn nhân tạo [mở bụng]	
1153	274	4. Tiêu hóa 	1.22	"Rửa toàn bộ hệ thống tiêu hóa (dạ dày, tiểu tràng, đại tràng)"	
1154	275	4. Tiêu hóa 	2.271	Nội soi can thiệp - tiêm cầm máu dạ dày	
1155	276	4. Tiêu hóa 	2.271	Nội soi can thiệp - tiêm cầm máu ruột non	
1156	277	4. Tiêu hóa 	2.271	Nội soi can thiệp - tiêm cầm máu đại tràng	
1157	278	4. Tiêu hóa 	2.268	Nội soi sinh thiết niêm mạc ống tiêu hóa	
1158	279	4. Tiêu hóa 	1.350; 	Lọc gan nhân tạo trong điều trị suy gan cấp	
1159	280	4. Tiêu hóa 	2.446	Siêu âm ổ bụng có dùng thuốc cản âm	
1160	281	4. Tiêu hóa 	2.337	Kỹ thuật thụt giữ	
1161	282	4. Tiêu hóa 	10.464	Phẫu thuật dẫn lưu lỗ thủng dạ dày	
1162	283	4. Tiêu hóa 	10.512	Phẫu thuật khâu lỗ thủng đại tràng	
1163	284	4. Tiêu hóa 	10.43	Phẫu thuật cắt nối thực quản	
1164	285	4. Tiêu hóa 	10.431	Phẫu thuật cắt túi thừa thực quản	
					
1165	286	4. Tiêu hóa 	10.431	"Phẫu thuật cắt đoạn thực quản, dẫn lưu hai đầu ra ngoài"	
1166	287	4. Tiêu hóa 	10.434	"Phẫu thuật cắt thực quản, tạo hình thực quản bằng dạ dày không mở ngực [nối thực quản - dạ dày đoạn trước xương ức]"	
1167	288	4. Tiêu hóa 	10.435	"Phẫu thuật cắt thực quản, tạo hình thực quản bằng dạ dày không mở ngực [nối thực quản - dạ dày đoạn trong lồng ngực]"	
1168	289	4. Tiêu hóa 	10.438	"Phẫu thuật cắt thực quản, tạo hình thực quản bằng đại tràng không mở ngực"	
1169	290	4. Tiêu hóa 	10.439	"Phẫu thuật cắt thực quản, tạo hình thực quản bằng đại tràng đường bụng, ngực, cổ"	
1170	291	4. Tiêu hóa 	10.437	"Phẫu thuật cắt thực quản, tạo hình thực quản bằng dạ dày đường bụng, ngực"	
1171	292	4. Tiêu hóa 	10.437	"Phẫu thuật cắt thực quản, tạo hình thực quản bằng dạ dày không mở ngực [mở nối thực quản - dạ dày đường ngực]"	
1172	293	4. Tiêu hóa 	10.44	"Phẫu thuật cắt thực quản, cắt toàn bộ dạ dày, tạo hình thực quản bằng đoạn đại tràng hoặc ruột non đường trước xương ức [cắt bỏ toàn bộ thực quản] [Mở nối thực quản - ruột đường ngực khác]"	
1173	294	4. Tiêu hóa 	10.447	Phẫu thuật mở cơ thắt 1/3 dưới thực quản (Heller)	
1174	295	4. Tiêu hóa 	27.122	Phẫu thuật nội soi cắt u lành thực quản qua đường ngực phải	
1175	296	4. Tiêu hóa 	27.123	Phẫu thuật nội soi cắt u lành thực quản qua đường ngực trái	
1176	297	4. Tiêu hóa 	27.128	Phẫu thuật nội soi cắt túi thừa thực quản qua đường ngực phải	
1177	298	4. Tiêu hóa 	27.129	Phẫu thuật nội soi cắt túi thừa thực quản qua đường ngực trái	
1178	299	4. Tiêu hóa 	27.124	Phẫu thuật nội soi cắt u lành thực quản qua đường bụng	
1179	300	4. Tiêu hóa 	27.127	Phẫu thuật nội soi cắt thực quản đôi dạng nang qua đường bụng	
1180	301	4. Tiêu hóa 	27.125	Phẫu thuật nội soi cắt thực quản đôi dạng nang qua đường ngực phải	
1181	302	4. Tiêu hóa 	27.126	Phẫu thuật nội soi cắt thực quản đôi dạng nang qua đường ngực trái	
1182	303	4. Tiêu hóa 	27.133	Phẫu thuật nội soi mở cơ thắt 1/3 dưới thực quản (Heller)	
1183	304	4. Tiêu hóa 	10.454	Phẫu thuật cắt dạ dày hình chêm	
1184	305	4. Tiêu hóa 	10.455	Phẫu thuật cắt đoạn dạ dày [nối thực quản]	
1185	306	4. Tiêu hóa 	10.456	Phẫu thuật cắt đoạn dạ dày [nối tá tràng]	
1186	307	4. Tiêu hóa 	10.456	Phẫu thuật cắt đoạn dạ dày [nối hỗng tràng]	
					
1187	308	4. Tiêu hóa 	10.456	Phẫu thuật cắt đoạn dạ dày và mạc nối lớn [nối thực quản]	
1188	309	4. Tiêu hóa 	10.456	Phẫu thuật cắt đoạn dạ dày và mạc nối lớn [nối tá tràng]	
1189	310	4. Tiêu hóa 	10.456	Phẫu thuật cắt đoạn dạ dày và mạc nối lớn [nối hỗng tràng]	
1190	311	4. Tiêu hóa 		Phẫu thuật cắt lại dạ dày	
1191	312	4. Tiêu hóa 	10.457	Phẫu thuật cắt toàn bộ dạ dày	
1192	313	4. Tiêu hóa 	10.466	Phẫu thuật cắt thần kinh X toàn bộ	
1193	314	4. Tiêu hóa 	10.467	Phẫu thuật cắt thần kinh X chọn lọc	
1194	315	4. Tiêu hóa 	10.473	Phẫu thuật cắt u tá tràng	
1195	316	4. Tiêu hóa 	3.3290; 10.476 	Phẫu thuật cắt túi thừa tá tràng	
1196	317	4. Tiêu hóa 	10.478	Phẫu thuật cắt màng ngăn tá tràng	
1197	318	4. Tiêu hóa 	27.306	"Phẫu thuật nội soi cắt u mạc treo ruột, không cắt ruột"	
1198	319	4. Tiêu hóa 	10.486	Phẫu thuật cắt ruột non hình chêm	
1199	320	4. Tiêu hóa 	10.49	Phẫu thuật cắt nhiều đoạn ruột non	
1200	321	4. Tiêu hóa 	10.503	Phẫu thuật cắt toàn bộ ruột non	
1201	322	4. Tiêu hóa 	10.496	Phẫu thuật cắt mạc nối lớn	
1202	323	4. Tiêu hóa 	10.498	Phẫu thuật cắt u mạc treo ruột	
1203	324	4. Tiêu hóa 	10.504	Phẫu thuật ghép ruột non	
1204	325	4. Tiêu hóa 	27.19	"Phẫu thuật nội soi cắt ruột thừa, lau rửa ổ bụng, dẫn lưu (viêm phúc mạc)"	
1205	326	4. Tiêu hóa 	10.513	Phẫu thuật cắt túi thừa đại tràng	
1206	327	4. Tiêu hóa 	27.218	Kỹ thuật hút áp lực âm liên tục điều trị rò tiêu hoá	
1207	328	4. Tiêu hóa 	10.541	Phẫu thuật đóng rò trực tràng - bàng quang	
1208	329	4. Tiêu hóa 	10.549	Phẫu thuật cắt trĩ kinh điển	
1209	330	4. Tiêu hóa 	3.3341; 10.552 	Phẫu thuật triệt mạch trĩ (Longo)	
1210	331	4. Tiêu hóa 	10.556	"Phẫu thuật điều trị áp xe hậu môn phức tạp [xuyên cơ thắt, trên cơ thắt, móng ngựa]"	
1211	332	4. Tiêu hóa 	10.558	"Phẫu thuật điều trị rò hậu môn phức tạp [xuyên cơ thắt, trên cơ thắt, móng ngựa tái phát]"	
1212	333	4. Tiêu hóa 	10.56	Phẫu thuật cắt bỏ tuyến bã hậu môn điều trị bệnh Verneuil	
1213	334	4. Tiêu hóa 	10.564	Phẫu thuật cắt túi thừa trực tràng điều trị bệnh Rectocelle	
1214	335	4. Tiêu hóa 	10.575	Phẫu thuật cắt gan toàn bộ	
1215	336	4. Tiêu hóa 	10.576	Phẫu thuật cắt gan phải	
1216	337	4. Tiêu hóa 	10.577	Phẫu thuật cắt gan trái	
1217	338	4. Tiêu hóa 	10.578	Phẫu thuật cắt gan phân thuỳ sau	
1218	339	4. Tiêu hóa 	10.579	Phẫu thuật cắt gan phân thuỳ trước	
1219	340	4. Tiêu hóa 	10.581	Phẫu thuật cắt hạ phân thuỳ I	
1220	341	4. Tiêu hóa 	10.583	Phẫu thuật cắt hạ phân thuỳ III	
1221	342	4. Tiêu hóa 	10.584	Phẫu thuật cắt hạ phân thuỳ IV	
					
1222	343	4. Tiêu hóa 	10.585	Phẫu thuật cắt hạ phân thuỳ V	
1223	344	4. Tiêu hóa 	10.586	Phẫu thuật cắt hạ phân thuỳ VI	
1224	345	4. Tiêu hóa 	10.587	Phẫu thuật cắt hạ phân thuỳ VII	
1225	346	4. Tiêu hóa 	10.588	Phẫu thuật cắt hạ phân thuỳ VIII	
1226	347	4. Tiêu hóa 	10.589	Phẫu thuật cắt hạ phân thuỳ IX	
1227	348	4. Tiêu hóa 	10.59	Phẫu thuật cắt gan phải mở rộng	
1228	349	4. Tiêu hóa 	10.591	Phẫu thuật cắt gan trái mở rộng	
1229	350	4. Tiêu hóa 	10.592	Phẫu thuật cắt gan trung tâm	
1230	351	4. Tiêu hóa 	10.594	Phẫu thuật cắt gan lớn	
1231	352	4. Tiêu hóa 	10.567	"Phẫu thuật cắt gan hình chêm, nối gan ruột"	
1232	353	4. Tiêu hóa 	10.571	Phẫu thuật cắt thuỳ gan trái	
1233	354	4. Tiêu hóa 	10.572	Phẫu thuật cắt hạ phân thuỳ II	
1234	355	4. Tiêu hóa 	10.593	Phẫu thuật cắt gan nhỏ	
1235	356	4. Tiêu hóa 	10.607	Phẫu thuật cắt lọc nhu mô gan	
1236	357	4. Tiêu hóa 	10.611	Phẫu thuật cắt chỏm nang gan	
1237	358	4. Tiêu hóa 	10.608	Phẫu thuật cầm máu nhu mô gan	
1238	359	4. Tiêu hóa 	10.567	Phẫu thuật nội soi thăm dò sinh thiết gan	
1239	360	4. Tiêu hóa 	10.571	Phẫu thuật nội soi thắt động mạch gan điều trị ung thư gan/vết thương gan	
1240	361	4. Tiêu hóa 	10.572	Mở thông túi mật	
1241	362	4. Tiêu hóa 	10.621	Phẫu thuật cắt túi mật	
1242	363	4. Tiêu hóa 	10.567	"Mở ống mật chủ lấy sỏi đường mật, dẫn lưu đường mật"	
1243	364	4. Tiêu hóa 	10.571	Mở ống mật chủ lấy sỏi nội soi nong đường mật	
1244	365	4. Tiêu hóa 	10.572	Mở đường mật ngoài gan lấy sỏi trừ mở ống mật chủ	
1245	366	4. Tiêu hóa 	10.632	Nối mật ruột	
1246	367	4. Tiêu hóa 	10.635	Phẫu thuật cắt đường mật ngoài gan	
1247	368	4. Tiêu hóa 	10.637	Phẫu thuật cắt nang ống mật chủ	
1248	369	4. Tiêu hóa 	27.28	Phẫu thuật nội soi cắt nang đường mật	
1249	370	4. Tiêu hóa 	10.645	Phẫu thuật cắt bỏ nang tụy	
1250	371	4. Tiêu hóa 	10.647	Phẫu thuật cắt bỏ tổ chức ung thư tát phát	
1251	372	4. Tiêu hóa 	10.642	Phẫu thuật nối nang tụy - dạ dày	
1252	373	4. Tiêu hóa 	10.656	Phẫu thuật cắt toàn bộ tụy	
1253	374	4. Tiêu hóa 	10.653	Phẫu thuật cắt tụy trung tâm	
1254	375	4. Tiêu hóa 	10.657	Phẫu thuật cắt một phần tụy	
1255	376	4. Tiêu hóa 	10.666	"Phẫu thuật mở ống tụy, cắt bỏ tổ chức viêm vùng đầu tụy (Frey )"	
1256	377	4. Tiêu hóa 	10.667	"Phẫu thuật cắt bỏ đầu tụy, nối tụy - ruột (Berger)"	
1257	378	4. Tiêu hóa 	10.668	Phẫu thuật nối tụy -ruột	
1258	379	4. Tiêu hóa 	10.664	"Phẫu thuật lấy sỏi tụy, nối tụy - ruột (Mercadier)"	
1259	380	4. Tiêu hóa 	10.665	"Phẫu thuật lấy sỏi tụy, nối tụy - ruột (Patington – Rochelle)"	
1260	381	4. Tiêu hóa 	10.673	Phẫu thuật cắt lách	
1261	382	4. Tiêu hóa 	10.675	Phẫu thuật cắt lách bán phần	
					
1262	383	4. Tiêu hóa 	10.113	Phẫu thuật đặt ống thông (Catheter) ổ bụng để lọc màng bụng	
1263	384	4. Tiêu hóa	1.218; 2.313; 3.168	Rửa dạ dày	
1264	385	4. Tiêu hóa 	2.328	Sinh thiết hạch ổ bụng dưới hướng dẫn siêu âm	
1265	386	4. Tiêu hóa 	2.327	Sinh thiết gan bằng dụng cụ dưới hướng dẫn siêu âm	
1266	387	4. Tiêu hóa 	2.319	Chọc hút gan bằng kim nhỏ dưới hướng dẫn của siêu âm	
1267	388	4. Tiêu hóa 	2.325	Chọc hút mủ ổ áp xe gan dưới hướng dẫn siêu âm	
1268	389	4. Tiêu hóa 	2.318	Chọc hút nang gan dưới hướng dẫn của siêu âm	
1269	390	4. Tiêu hóa 	2.329	Chọc hút nang giả tụy dưới hướng dẫn siêu âm	
1270	391	4. Tiêu hóa 	2.334	Chọc hút ổ áp xe trong ổ bụng dưới hướng dẫn siêu âm	
1271	392	4. Tiêu hóa 	2.319	Chọc hút tế bào khối u gan bằng kim nhỏ dưới hướng dẫn siêu âm	
1272	393	4. Tiêu hóa 	2.322	Chọc dịch ổ bụng dưới hướng dẫn siêu âm	
1273	394	4. Tiêu hóa 	2.32	Chọc hút và tiêm thuốc điều trị nang gan dưới hướng dẫn siêu âm	
1274	395	4. Tiêu hóa 	2.242	Chọc dò dịch ổ bụng	
1275	396	4. Tiêu hóa 	2.504	Dẫn lưu túi mật qua da (PTGBD)	
1276	397	4. Tiêu hóa 	2.333	Đặt ống thông dẫn lưu dịch màng bụng liên tục dưới hướng dẫn siêu âm	
1277	398	4. Tiêu hóa 	2.33	Đặt ống thông dẫn lưu nang giả tụy dưới hướng dẫn siêu âm	
1278	399	4. Tiêu hóa 	2.326	Đặt ống thông dẫn lưu ổ áp xe gan dưới hướng dẫn siêu âm	
1279	400	4. Tiêu hóa 	1.236; 2.285 	Soi đại tràng kẹp cầm máu	
1280	401	4. Tiêu hóa 	2.276	Nội soi can thiệp - cầm máu thực quản bằng argon plasma coagulation (APC)	
1281	402	4. Tiêu hóa 	2.264; 2.298 	Nội soi can thiệp - tiêm xơ búi giãn tĩnh mạch phình vị	
1282	403	4. Tiêu hóa 	2.29	Nội soi lấy dị vật ống tiêu hóa	
1283	404	4. Tiêu hóa 	2.5	Nội soi cắt tách dưới niêm mạc điều trị u dưới niêm mạc	
1284	405	4. Tiêu hóa 	2.5	Nội soi cắt tách dưới niêm mạc ống tiêu hóa điều trị ung thư sớm	
1285	406	4. Tiêu hóa	2.259; 2.260; 2.261; 2.262	Nội soi đại trực tràng toàn bộ ống mềm	
1286	407	4. Tiêu hóa 	2.273; 2.292 	Nội soi hậu môn can thiệp - tiêm xơ trích huyết khối	
					
1287	408	4. Tiêu hóa 	2.273; 2.292 	Nội soi hậu môn can thiệp - tiêm xơ búi trĩ	
1288	409	4. Tiêu hóa 	2.265	Nội soi hậu môn ống mềm can thiệp - thắt búi trĩ bằng vòng cao su	
1289	410	4. Tiêu hóa 	2.281	Nội soi siêu âm can thiệp - đốt sóng cao tần(RFA) khối u tụy	
1290	411	4. Tiêu hóa 	2.303	Nội soi siêu âm đường tiêu hóa dưới	
1291	412	4. Tiêu hóa	2.253; 2.254; 2.304; 2.305	Nội soi thực quản - dạ dày - tá tràng đường miệng	
1292	413	4. Tiêu hóa	1.217; 2.252; 3.154	Nội soi can thiệp - mở thông dạ dày	
1293	414	4. Tiêu hóa 	3.1034; 2.266 	Nội soi nong hẹp dạ dày	
1294	415	4. Tiêu hóa 	3.1034; 2.266 	Nội soi nong hẹp ruột non	
1295	416	4. Tiêu hóa 	3.1034; 2.266 	Nội soi nong hẹp đại tràng	
1296	417	4. Tiêu hóa	1.217; 2.252; 3.154	Dẫn lưu túi mật và dẫn lưu hậu cung mạc nối kèm lấy tổ chức tụy hoại tử	
1297	418	4. Tiêu hóa 	2.312	Siêu âm nội soi can thiệp - đặt stent tụy vào dạ dày	
1298	419	4. Tiêu hóa 	2.286	Nội soi can thiệp - điều trị GERD kháng trị bằng đốt sóng cao tần	
1299	420	4. Tiêu hóa 		Nội soi can thiệp - điều trị GERD kháng trị bằng thắt vòng cao su	
1300	421	4. Tiêu hóa 	2.286	Nội soi can thiệp - điều trị GERD kháng trị bằng cắt niêm mạc dạ dày (ARMS)	
1301	422	4. Tiêu hóa 	2.286	Nội soi can thiệp - điều trị GERD kháng trị bằng đốt niêm mạc dạ dày (ARMA)	
1302	423	4. Tiêu hóa 		Đốt niêm mạc chống trào ngược	
1303	424	4. Tiêu hóa 	2.331	Siêu âm can thiệp - Điều trị u gan bằng vi sóng (MWA)	
1304	425	4. Tiêu hóa 	2.331	Siêu âm can thiệp - Điều trị u gan bằng phương pháp đốt sóng cao tần (RFA)	
1305	426	4. Tiêu hóa 	2.331	Siêu âm can thiệp - Điều trị u gan bằng phương pháp áp lạnh (Cryotherapy)	
1306	427	4. Tiêu hóa 	2.322	Siêu âm can thiệp - Bơm dịch màng phổi/ ổ bụng	
1307	428	4. Tiêu hóa 	2.286	Nội soi can thiệp - điều trị GERD kháng trị bằng TIF	
1308	429	4. Tiêu hóa 	2.312	Siêu âm nội soi can thiệp kết hợp nội soi mật tụy ngược dòng đặt stent đường mật bằng phương pháp Rendezvous	
1309	430	4. Tiêu hóa 	3.1049	Nội soi dạ dày kẹp cầm máu	
					
1310	431	4. Tiêu hóa 	3.1049	Nội soi ruột non kẹp cầm máu	
1311	432	4. Tiêu hóa 	3.1049	Nội soi thực quản kẹp cầm máu	
1312	433	4. Tiêu hóa 	2.275	Nội soi mật tụy ngược dòng - Nội soi đường mật tán sỏi bằng laser	
